experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
180,2026-09-01 12:38:15,train,159,full_training,6.1639790534973145,0.048417381942272186,233.0,1,0,0.2101101519947406,8.029311180114746,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.051,768,3.9072821140289307,2.1003595436015274,0.025997479545347556,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,15.43431282043457,-165.561279296875,113.91739654541016,18.361042022705078,41.394691181182864,3.475106716156006,3.3173933029174805,1.4416230916976929,7.261659622192383,284.30108642578125,0.21884991973638535,0.11907446384429932
181,2026-09-01 12:38:15,train,160,full_training,1.3172672986984253,0.03940076008439064,11.0,1,0,0.011633205984253436,2.8101186752319336,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,2,0.151,768,1.9119716882705688,1.7430060367695273,0.04190430702624711,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,10.726508140563965,-43.54032516479492,-127.6308822631836,7.193318843841553,34.31532368659973,1.8372187614440918,1.3729814291000366,1.2534584999084473,3.689239978790283,52.51803970336914,0.12683414295315742,0.060209861025214195
182,2026-09-01 12:38:15,train,160,full_training,0.6676765084266663,0.04125934839248657,12.0,1,0,0.009235776000423357,1.7921947240829468,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,2,0.151,768,1.9119716882705688,1.7430060367695273,0.04190430702624711,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,203.48391723632812,25.32087516784668,-158.87530517578125,-127.6308822631836,7.193317890167236,278.59488067626955,1.8372188806533813,1.372981309890747,3.654428005218506,7.94495964050293,115.19757080078125,0.3697819113731384,0.5117838382720947
183,2026-09-01 12:38:15,train,160,full_training,1.4997835159301758,0.0424429327249527,10.0,1,0,0.008450152992736548,2.8250701427459717,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,2,0.151,768,1.9119716882705688,1.7430060367695273,0.04190430702624711,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,7.276219844818115,-20.521394729614258,-157.03414916992188,7.520898818969727,8.240320110321045,1.3892241716384888,1.3276761770248413,1.0979763269424438,2.5115699768066406,32.78267288208008,0.11385276168584824,0.043046336621046066
184,2026-09-01 12:38:15,test,161,full_training,2.4491076469421387,0.046785879880189896,103.0,1,0,0.08374087198171765,5.793534278869629,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,8,0.061,384,2.110989809036255,1.792517003855589,0.024624770070400034,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,26.413860321044922,-444.77899169921875,105.21800994873047,17.1619873046875,53.502722549438474,21.746444702148438,13.88948917388916,2.369971513748169,8.156558990478516,654.4203491210938,0.33317652344703674,0.32125040888786316
185,2026-09-01 12:38:15,test,161,full_training,4.1138834953308105,0.04782229661941528,113.0,1,0,0.09518665299401619,5.679691314697266,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,8,0.061,384,2.110989809036255,1.792517003855589,0.024624770070400034,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,537.7823486328125,72.61962890625,-2941.9052734375,105.21800994873047,17.1619873046875,129.25501708984376,21.746456146240234,13.889495849609375,3.747253894805908,19.31227684020996,2873.228515625,0.5267983824014664,0.8031260371208191
186,2026-09-01 12:38:15,test,161,full_training,1.8101853132247925,0.04841670021414757,119.0,1,0,0.1215985169983469,6.429924011230469,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,8,0.061,384,2.110989809036255,1.792517003855589,0.024624770070400034,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,12.150527000427246,-134.498291015625,120.38902282714844,18.859512329101562,62.90615983009339,475134.75,5.743651866912842,1.5437811613082886,4.703211784362793,206.08128356933594,0.27685922384262085,0.18004848808050156
187,2026-09-01 12:38:16,test,162,full_training,8.400647163391113,0.04854770749807358,156.0,1,0,0.14612788701197132,7.2940473556518555,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,3,0.207,384,7.282583713531494,2.4116813856793415,0.031440887012163125,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,24.40395164489746,-232.27914428710938,62.634464263916016,12.381629943847656,9.716925716400146,2.431025505065918,2.3298768997192383,1.284510850906372,8.786701202392578,14.210639953613281,0.13634506613016129,0.05944197438657284
188,2026-09-01 12:38:16,test,162,full_training,7.330038547515869,0.04133189842104912,254.0,1,0,0.2948293210065458,8.210528373718262,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,3,0.207,384,7.282583713531494,2.4116813856793415,0.031440887012163125,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,247.24282836914062,64.43778228759766,-862.050048828125,62.634464263916016,12.381629943847656,114.13044815063476,2.431025743484497,2.3298771381378174,3.102388620376587,17.178791046142578,90.3271713256836,0.32930462062358856,0.3467448949813843
189,2026-09-01 12:38:16,test,162,full_training,7.407881736755371,0.04597727581858635,220.0,1,0,0.2500878600112628,8.910252571105957,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,3,0.207,384,7.282583713531494,2.4116813856793415,0.031440887012163125,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,16.53491973876953,-120.56941223144531,41.18281936645508,12.268982887268066,-2.4485166549682615,1.8003888130187988,1.7061128616333008,1.184262752532959,7.082163333892822,8.496319770812988,0.1434602290391922,0.05750986933708191
190,2026-09-01 12:38:16,train,163,full_training,3.3182156085968018,0.04087015986442566,41.0,1,0,0.04806290799751878,4.7425971031188965,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.186,384,2.070084810256958,1.782733321992978,0.05030218130150013,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,9.516757011413574,-29.34490966796875,103.62627410888672,17.1733341217041,37.376445579528806,4.87275505065918,4.451162815093994,1.8568705320358276,2.679673194885254,53.73515701293945,0.2742049992084503,0.21006321907043457
191,2026-09-01 12:38:17,train,163,full_training,3.9881834983825684,0.036024369299411774,53.0,1,0,0.08387020099326037,4.469966411590576,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.186,384,2.070084810256958,1.782733321992978,0.05030218130150013,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,21.50652503967285,-136.07969665527344,103.62627410888672,17.173337936401367,93.03776836395264,4.8727545738220215,4.451162338256836,3.304325580596924,5.166775226593018,193.88661193847656,0.4879513680934906,0.6652001440525055
192,2026-09-01 12:38:17,train,163,full_training,3.684065580368042,0.045431721955537796,43.0,1,0,0.05301706798491068,5.161031246185303,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.186,384,2.070084810256958,1.782733321992978,0.05030218130150013,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,7.069571018218994,-32.91682434082031,110.6462173461914,17.832590103149414,19.06405849456787,3.7737135887145996,3.469855308532715,1.4343867301940918,2.736359119415283,41.177982330322266,0.22817137092351913,0.128729410469532
193,2026-09-01 12:38:17,test,164,full_training,1.1487032175064087,0.03853839635848999,168.0,1,0,0.24752051598625258,6.519136905670166,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.222,512,1.8284817934036255,1.7206815339228647,0.04223438853790895,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,11.12562370300293,-67.08004760742188,72.43199157714844,14.115793228149414,23.135344886779784,3.478071928024292,3.2531394958496094,1.645613193511963,4.092552661895752,14.610482215881348,0.20686576515436172,0.11842725425958633
194,2026-09-01 12:38:17,test,164,full_training,1.6009396314620972,0.0490834005177021,273.0,1,0,0.2953088349895552,7.139142990112305,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.222,512,1.8284817934036255,1.7206815339228647,0.04223438853790895,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,35.76248550415039,-565.08544921875,72.43199157714844,14.11579704284668,88.9786605834961,3.478071928024292,3.253138542175293,3.490872621536255,9.563307762145996,223.3190460205078,0.4388285428285599,0.5329225957393646
195,2026-09-01 12:38:17,test,164,full_training,1.286055564880371,0.04894228279590607,114.0,1,0,0.11329415900399908,6.167369365692139,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.222,512,1.8284817934036255,1.7206815339228647,0.04223438853790895,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,9.791177749633789,-53.0936279296875,89.9836196899414,15.758002281188965,21.343984603881836,2.0417063236236572,2.019899845123291,1.2359243631362915,3.7712666988372803,18.78851318359375,0.1904589757323265,0.08499205484986305
196,2026-09-01 12:38:18,test,165,full_training,2.60453462600708,0.04990873113274574,71.0,1,0,0.08545351700740866,5.00571346282959,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,3,0.019,768,3.5233280658721924,2.0486415413000905,0.026317171110334676,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,30.073808670043945,-442.373291015625,55.90177917480469,12.360410690307617,16.04090576171875,2.2891018390655518,2.1545510292053223,1.3165172338485718,11.51730728149414,976.2850952148438,0.1546841263771057,0.07142193987965584
197,2026-09-01 12:38:18,test,165,full_training,2.2367806434631348,0.039194852113723755,130.0,1,0,0.126078493980458,4.672606945037842,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,3,0.019,768,3.5233280658721924,2.0486415413000905,0.026317171110334676,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,247.24282836914062,84.67453002929688,-2252.42431640625,55.90177917480469,12.360413551330566,114.20962800979615,2.2891016006469727,2.154550552368164,3.1796913146972656,24.889074325561523,5688.99462890625,0.3735976815223694,0.41662804782390594
198,2026-09-01 12:38:18,test,165,full_training,2.122404098510742,0.04594876617193222,71.0,1,0,0.06781621102709323,5.7310471534729,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,3,0.019,768,3.5233280658721924,2.0486415413000905,0.026317171110334676,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,20.41317367553711,-211.2948760986328,53.3941535949707,12.21140193939209,0.5817344665527344,1.7478235960006714,1.6841565370559692,1.2273588180541992,8.895004272460938,591.63671875,0.16547783464193344,0.06632553786039352
199,2026-09-01 12:38:18,train,166,full_training,1.5887689590454102,0.044924698770046234,19.0,1,0,0.017277599981753156,3.3813838958740234,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,3,0.19,768,2.1640102863311768,1.8049200903850364,0.04022469535062256,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,10.393619537353516,-35.93381881713867,55.00910949707031,12.666581153869629,36.64629020690918,2.3976807594299316,2.2911810874938965,1.33780837059021,3.326786518096924,90.20248413085938,0.1550178825855255,0.06541099771857262
200,2026-09-01 12:38:18,train,166,full_training,1.0813218355178833,0.04865060746669769,26.0,1,0,0.025488346000202,2.766218662261963,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,3,0.19,768,2.1640102863311768,1.8049200903850364,0.04022469535062256,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,247.24282836914062,24.42182731628418,-68.35438537597656,55.00910949707031,12.666584014892578,161.49204711914064,2.3976809978485107,2.2911808490753174,3.231114149093628,5.698054790496826,255.51068115234375,0.3744037598371506,0.3815642148256302
201,2026-09-01 12:38:18,train,166,full_training,1.9505348205566406,0.046624425798654556,12.0,1,0,0.010059246007585898,3.4043421745300293,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,3,0.19,768,2.1640102863311768,1.8049200903850364,0.04022469535062256,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,10.868931770324707,-39.675106048583984,49.029136657714844,12.3374605178833,29.504578399658204,1.8352817296981812,1.7306913137435913,1.2219510078430176,3.3154172897338867,86.04273223876953,0.16619419306516647,0.06524237990379333
202,2026-09-01 12:38:18,test,167,full_training,2.1340301036834717,0.04595386981964111,241.0,1,0,0.2311771290260367,7.074922561645508,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.246,512,1.7443374395370483,1.6971259295766072,0.03638554832646497,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,8.590755462646484,-23.41776466369629,96.6053695678711,17.01453971862793,56.72251396179199,3.7674922943115234,3.4954307079315186,1.709735631942749,2.6338095664978027,22.564590454101562,0.24907997250556946,0.1692073792219162
203,2026-09-01 12:38:18,test,167,full_training,3.1994495391845703,0.03451458737254143,182.0,1,0,0.16445712000131607,6.3483428955078125,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.246,512,1.7443374395370483,1.6971259295766072,0.03638554832646497,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,26.18879508972168,-375.54632568359375,96.6053695678711,17.014545440673828,193.0435432434082,3.7674922943115234,3.495429039001465,3.2887420654296875,6.534736633300781,124.09832763671875,0.47911490499973297,0.6260673403739929
204,2026-09-01 12:38:19,test,167,full_training,1.9311727285385132,0.03210046514868736,182.0,1,0,0.17825419598375447,6.709164142608643,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.246,512,1.7443374395370483,1.6971259295766072,0.03638554832646497,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,6.270747184753418,-12.553750038146973,95.61149597167969,16.88732147216797,37.76814994812012,2.828805446624756,2.665759563446045,1.3011726140975952,2.3405380249023438,18.49609375,0.203495092689991,0.1080828346312046
205,2026-09-01 12:38:19,train,168,full_training,8.709885597229004,0.048911817371845245,596.0,1,0,0.601595907995943,10.178864479064941,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,3,0.155,768,6.8533759117126465,2.381309215553719,0.02674936230723331,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,38.200462341308594,-711.790283203125,45.548309326171875,11.566502571105957,38.85715942382812,2.276522636413574,2.2352943420410156,1.3413786888122559,14.598346710205078,947.3531494140625,0.17457468062639236,0.08649833500385284
206,2026-09-01 12:38:20,train,168,full_training,7.573830604553223,0.03539828583598137,397.0,1,0,0.38045929101645015,8.653958320617676,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,3,0.155,768,6.8533759117126465,2.381309215553719,0.02674936230723331,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,247.24282836914062,103.26799011230469,-3255.45166015625,45.548309326171875,11.566499710083008,189.88335800170898,2.276522636413574,2.2352936267852783,3.2397377490997314,31.242591857910156,5310.01953125,0.42163795232772827,0.5045736879110336
207,2026-09-01 12:38:20,train,168,full_training,8.053290367126465,0.034037910401821136,397.0,1,0,0.3669506110018119,9.716900825500488,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,3,0.155,768,6.8533759117126465,2.381309215553719,0.02674936230723331,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,26.447479248046875,-375.58221435546875,32.67683410644531,11.965126991271973,12.07932071685791,1.7858134508132935,1.6986349821090698,1.2383829355239868,11.382925033569336,552.5084838867188,0.18247653543949127,0.07728022336959839
